word,language,sentiment_score
walang kasiyahan,Tagalog,-1
walang katarungan,Tagalog,-1
walang kinikilingan,Tagalog,-1
walang kwenta,Tagalog,-1
walang lakas,Tagalog,-1
walang layunin,Tagalog,-1
walang magawa,Tagalog,-1
walang malasakit,Tagalog,-1
walang malay,Tagalog,-1
walang mapapala,Tagalog,-1
walang modo,Tagalog,-1
walang moralidad,Tagalog,-1
walang nalalaman,Tagalog,-1
walang pag-asa,Tagalog,-1
walang pagbabago,Tagalog,0
walang pag-iisip,Tagalog,-1
walang pagkilala,Tagalog,-1
walang pagpapahalaga,Tagalog,-1
walang pag-unawa,Tagalog,-1
walang paki,Tagalog,-1
walang pakialam,Tagalog,-1
walang pananagutan,Tagalog,-1
walang pananampalataya,Tagalog,-1
walang pangarap,Tagalog,-1
walang paninindigan,Tagalog,-1
walang paniniwala,Tagalog,-1
walang patutunguhan,Tagalog,-1
walang prinsipyo,Tagalog,-1
walang puso,Tagalog,-1
walang respeto,Tagalog,-1
walang saysay,Tagalog,-1
walang sigla,Tagalog,-1
walang silbi,Tagalog,-1
walang tapang,Tagalog,-1
walang tibay,Tagalog,-1
walang tiwala,Tagalog,-1
walang tiyaga,Tagalog,-1
walang utang na loob,Tagalog,-1
want,English,1
was,English,-1
wasn,English,-1
wawari,Bikol,0
way,English,0
we,English,1
weak,English,-1
wear,English,-1
week,Bikol,1
well,English,1
went,English,-1
were,English,-1
what,English,0
when,English,0
where,English,0
which,English,0
while,English,0
who,English,-1
whom,English,0
why,English,0
will,English,0
wise,English,1
with,English,-1
work,English,0
workshop,Bikol,1
world,Bikol,0
worldly,English,-1
worried,English,-1
worthless,English,-1
would,English,0
writing,English,1
writings,Bikol,1
yet,English,-1
you,English,0
your,English,0
yours,English,0
yourself,English,0
yourselves,English,0
